Type,Removed_stopwords
1,الامين العام لمنظمة التعاون الاسلامي يدعو لحماية اقلية الروهينغا
1,محكمة دولية تحكم ضد ميانمار بشان الروهينغا
1,عرقلت روسيا المساعي الاميركية لتنظيم نقاش رفيع المستوى مجلس الامن الدولي حول حقوق الانسان
1,موسكو ترفض اتهامات الدول الغربية لسوريا بشان السلاح
1,تهمت منظمة هيومن رايتس ووتش السلطات الباكستانية باجبار مئات الاف اللاجئين الافغان العودة الى بلادهم
1,اللاجئون الافغان يحيون عاما وجودهم باكستان
1,مباحثات هاتفية ميركل وبوتين واردوغان عدد الملفات
1,بوتين يتحكم اردوغان بمهرجان الزهور بالمانيا
1,اشتباكات مستوطنين وفلسطينيين خلفية قضية تتعلق باخلاء منازل فلسطينيين لصالح مستوطنين
1,مخاوف فلسطينية اخلاء منازل الشيخ جراح رغم تاجيل القرار
1,استشهاد مراهق فلسطيني برصاص الجيش الاسرائيلي
1,مقتل مستوطن اسرائيلي اصيب بعملية زعترة نابلس
1,افغانستان اجزاء ولاية بغلان تسقط طالبان
1,التحالف الدولي يسلم قاعدة عسكرية عراقية لبغداد
1,الحوثي تجدد مبادرتها لمبادلة اسرى سعوديين بـ معتقلي حماس
1,استعادة اسير سعودي الحوثيين ووصوله الرياض
1,قتلى غارات اسرائيلية مواقع ايرانية بسورية محافظة القنيطرة
1,اول ضربات نوعها غارات اسرائيلية قرب حميميم بسوريا
1,المح الرئيس البرازيلي الى ان فيروس كورونا تم صنعه داخل مختبر الصين
1,البرازيل تتوصل بـ ملايين جرعة اللقاح الصيني ضد كورونا
1,تركيا تتفق المانيا ضرورة مغادرة المرتزقة ليبيا
1,المانيا ترفض احتجاج تركيا اعتراض احدى سفنها قبالة ليبيا
1,تنديد باجراءات التطهير العرقي جرحى واعتقالات القدس انتهاء مهلة لسكان حي الشيخ جراح
1,جرحى واعتقالات صدامات بالقدس
1,اثيوبيا تحبط مخططا لاثارة الفوضى الانتخابات وتوقف شخصا
1,اثيوبيا ترجئ الانتخابات الى اجل مسمى
1,طالبت الامم المتحدة الاحتلال الاسرائيلي بالتزام اقصى درجات ضبط النفس حي الشيخ جراح
1,ازمة الشيخ جراح تعيد اميركا لمفاوضات السلام
1,رئيس الموساد يبحث نظيره البحريني سبل تعزيز التعاون الامني
1,رئيس الموساد التقى بلينكن للبحث بشان ايران
1,قطر تهنئ الصومال وكينيا بعودة العلاقات بينهما
1,الصومال يقطع علاقاته الدبلوماسية كينيا
1,ابلغت الولايات المتحدة مجلس الامن الدولي بتورط نظام الاسد هجوما الاقل بالاسلحة كيميائية
1,واشنطن تطالب بفرض عقوبات دولية نظام الاسد
1,واشنطن تنفي نية الافراج احادي الجانب اموال ايرانية مجمدة
1,واشنطن وطهران تواجهان صعوبات العودة الى الاتــفاق
1,تويتر يتواطا الاحتلال يغلق صفحات نشطاء واعلاميين تضامنة ازمة حي الشيخ جراح
1,تويتر يغلق عشرات الحسابات الوهمية لمشاهير عرب
1,مقتل فلسطينيان برصاص الاحتلال الاسرائيلي حاجز سالم جنين
1,اصابة فلسطينيين اثر قمع الجيش الاسرائيلي مسيرة بالضفة
1,دعت دول غربية السلطات الليبية الى اجراء الانتخابات التشريعية والرئاسية موعدها
1,واشنطن تحذر خطورة تاجيل الانتخابات الليبية
1,حذرت طهران تحول المفاوضات الى عملية استنزافية
1,ايران تصف محادثات فيينا بـ البناءة وتكشف الموعد القادم
1,فرنسا تتوعد يعرقلون تشكيل حكومة لبنانية باشد العقوبات
1,وزير خارجية فرنسا يزور لبنان لبحث الازمة السياسية
1,حذرت مفوضية الامم المتحدة ان تهجير فلسطينيين حي الشيخ جراح ونقل مستوطنين اليه يمثل انتهاكا لالتزاماتها بموجب القانون الدولي وربما يرقى الى جريمة حرب
1,مخاوف فلسطينية اخلاء منازل الشيخ جراح رغم تاجيل القرار
1,السعودية تؤكد اجراء محادثات ايران لـ الحد التوتر بالمنطقة
1,مسؤول سعودي ينفي اجراء محادثات ايران
1,تركيا تؤكد بدا حقبة جديدة مصر وتسعى لاستعادة الوحدة
1,‎تركيا ترفض التفاهم مصر
1,قال البيت الابيض ان انسحاب الجيش الاميركي افغانستان يكون متسرعا وسيتم تنفيذه بطريقة امنة ومسؤولة
1,الولايات المتحدة تعد بسحب قواتها افغانستان بحلول شروط
1,تونس تبدا حجرا صحيا لاسبوع يشمل فترة عيد الفطر لمواجهة فيروس كورونا
1,كورونا اقرار رفع الحجر الصحي الاجباري الوافدين الى تونس
1,ادى الف مصل صلاة الجمعة المسجد الاقصى المبارك رغم اغلاق جيش الاحتلال القدس وعقب الصلاة نظم الاف الفلسطينيين وقفة ومسيرات تضامنية
1,مسيرات تضامنية الشعب الفلسطينية انحاء العالم
1,يعد مشهد الحراك ضد الانقلاب العسكري ميانمار مجرد مظاهرات واحتجاجات تقابلها عمليات اعتقالات ورمي بالرصاص فالمشهد بدا يتجه المواجهة المسلحة
1,مظاهرات بالدراجات النارية ضد الانقلاب العسكري ميانمار
1,تبادلت الحكومة الافغانية وحركة طالبان الاتهام بالمسؤولية تصعيد الوضع الامني والعسكري
1,افغانستان كرزاي يدعم مسودة واشنطن للسلام كابل وطالبان
1,جددت وزارة الخارجية الاميركية التزامها بالعمل انهاء الحرب اليمن واتهمت الحوثيين باضاعة فرصة كبرى لاظهار الالتزام بالسلام
1,واشنطن تعلن شطب الحوثيين القائمة الامريكية للارهاب
